Trump,Obama
0,0.0
0,0.4
-0.030357142857142857,0.4
-0.030357142857142857,0.6166666666666667
-0.030357142857142857,0.6166666666666667
-0.030357142857142857,0.8666666666666667
-0.030357142857142857,1.3
-0.030357142857142857,1.3
-0.030357142857142857,1.0
0.16964285714285715,1.0
0.16964285714285715,1.0
0.16964285714285715,1.0
-0.03035714285714286,1.0
-0.03035714285714286,1.0
-0.03035714285714286,1.0
-0.03035714285714286,0.875
-0.03035714285714286,0.875
0.16964285714285715,0.875
0.16964285714285715,1.075
0.16964285714285715,1.075
0.32589285714285715,1.075
0.32589285714285715,1.075
0.32589285714285715,1.075
0.32589285714285715,1.075
0.32589285714285715,1.15
0.20089285714285715,1.15
0.20089285714285715,1.3499999999999999
0.20089285714285715,1.3499999999999999
0.06755952380952382,1.3499999999999999
0.06755952380952382,1.3499999999999999
0.06755952380952382,1.3499999999999999
0.06755952380952382,1.5499999999999998
0.06755952380952382,1.5499999999999998
0.16755952380952382,1.5499999999999998
0.6008928571428571,1.5499999999999998
0.6008928571428571,1.5499999999999998
1.0175595238095239,1.5499999999999998
1.0175595238095239,1.5499999999999998
1.0175595238095239,1.5499999999999998
1.0175595238095239,1.5499999999999998
1.0175595238095239,1.5499999999999998
1.0175595238095239,1.5499999999999998
1.0175595238095239,1.555681818181818
0.7175595238095238,1.555681818181818
0.7175595238095238,1.555681818181818
0.7175595238095238,1.555681818181818
0.06755952380952379,1.555681818181818
-0.2824404761904762,1.555681818181818
-0.6574404761904762,1.555681818181818
-0.6574404761904762,1.555681818181818
-0.6574404761904762,1.555681818181818
-0.5210768398268398,1.555681818181818
-0.3610768398268398,1.555681818181818
-0.3610768398268398,1.555681818181818
-0.3610768398268398,1.6390151515151512
-0.1110768398268398,1.6390151515151512
0.4889231601731602,1.6390151515151512
0.4889231601731602,1.6390151515151512
0.4889231601731602,2.2390151515151513
0.4889231601731602,2.2390151515151513
0.4889231601731602,2.639015151515151
0.4889231601731602,2.639015151515151
0.4889231601731602,2.639015151515151
0.4889231601731602,2.639015151515151
0.4889231601731602,2.355681818181818
0.6889231601731602,2.355681818181818
0.6889231601731602,2.430681818181818
0.6889231601731602,2.430681818181818
0.5222564935064936,2.430681818181818
1.0222564935064935,2.430681818181818
1.0222564935064935,2.458459595959596
1.0222564935064935,2.458459595959596
1.0222564935064935,2.9684595959595956
1.0222564935064935,3.201792929292929
1.0222564935064935,3.323667929292929
0.8889231601731602,3.323667929292929
0.8889231601731602,3.395096500721501
1.0489231601731601,3.395096500721501
1.0489231601731601,3.395096500721501
1.0489231601731601,3.895096500721501
1.0489231601731601,3.845096500721501
1.0489231601731601,3.845096500721501
1.1405898268398267,3.845096500721501
1.1405898268398267,3.845096500721501
1.4205898268398267,3.845096500721501
1.4205898268398267,3.845096500721501
1.4205898268398267,3.845096500721501
1.617018398268398,3.845096500721501
1.617018398268398,3.845096500721501
1.617018398268398,3.720096500721501
1.617018398268398,3.720096500721501
1.617018398268398,3.420096500721501
1.759875541125541,3.420096500721501
1.759875541125541,3.6200965007215014
2.0932088744588744,3.6200965007215014
1.5932088744588744,3.6200965007215014
1.5932088744588744,3.4450965007215015
1.5932088744588744,3.4450965007215015
1.5932088744588744,3.4450965007215015
1.5932088744588744,3.1617631673881683
1.5932088744588744,3.1617631673881683
1.5932088744588744,2.3117631673881682
1.5932088744588744,2.3950965007215017
1.5932088744588744,2.6450965007215017
1.5932088744588744,2.5117631673881684
1.459875541125541,2.5117631673881684
1.459875541125541,2.617318722943724
1.584875541125541,2.617318722943724
1.584875541125541,2.617318722943724
1.584875541125541,2.592318722943724
1.584875541125541,2.592318722943724
2.084875541125541,2.592318722943724
2.334875541125541,2.592318722943724
1.9348755411255412,2.592318722943724
1.9348755411255412,2.592318722943724
1.9348755411255412,2.592318722943724
1.9348755411255412,2.592318722943724
1.9348755411255412,2.592318722943724
1.5348755411255413,2.592318722943724
1.5348755411255413,2.592318722943724
1.5348755411255413,2.592318722943724
1.5348755411255413,2.392318722943724
1.5348755411255413,2.892318722943724
1.7348755411255412,2.892318722943724
1.5098755411255413,2.892318722943724
1.5780573593073595,2.892318722943724
1.8637716450216453,2.892318722943724
1.3637716450216453,2.892318722943724
1.3637716450216453,3.0673187229437238
1.3637716450216453,3.645890151515152
1.3637716450216453,3.645890151515152
1.3637716450216453,3.445890151515152
1.3637716450216453,3.422080627705628
1.3637716450216453,3.422080627705628
1.2748827561327563,3.422080627705628
1.1248827561327563,3.422080627705628
0.6248827561327563,3.422080627705628
0.910597041847042,3.422080627705628
0.910597041847042,3.422080627705628
0.910597041847042,3.422080627705628
0.910597041847042,3.422080627705628
0.910597041847042,3.672080627705628
0.910597041847042,3.5054139610389616
0.910597041847042,3.3804139610389616
1.0828192640692642,3.3804139610389616
1.0828192640692642,3.3804139610389616
1.3828192640692643,3.3804139610389616
1.3828192640692643,3.3804139610389616
1.3828192640692643,3.3804139610389616
1.3828192640692643,3.3804139610389616
1.3578192640692643,3.3804139610389616
1.3578192640692643,3.3804139610389616
1.3578192640692643,3.3804139610389616
1.3578192640692643,3.3804139610389616
1.3578192640692643,3.2304139610389617
1.3578192640692643,3.2304139610389617
1.3578192640692643,3.5304139610389615
1.3578192640692643,3.5304139610389615
1.3578192640692643,3.6554139610389615
1.3578192640692643,3.6554139610389615
1.474485930735931,3.6554139610389615
1.474485930735931,3.6554139610389615
1.5426677489177492,3.6554139610389615
1.5426677489177492,3.6554139610389615
1.5426677489177492,3.1554139610389615
1.6093344155844158,3.1554139610389615
1.6093344155844158,3.131604437229438
1.6093344155844158,3.006604437229438
1.6093344155844158,3.102900733525734
1.6093344155844158,3.4029007335257337
1.6093344155844158,3.8029007335257337
1.6093344155844158,3.8029007335257337
1.6093344155844158,3.8029007335257337
